bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_info,numberOfDoors,sell_id,vehicleTransmission,vhp,gear,wheel,price,sample
внедорожник 5 дв.,MERCEDES,белый,2.1,204,дизель,12485,2016,GLC_COUPE,5.0,1101698546,автоматическая,Оригинал,полный,Левый,3190000,1
купе,MERCEDES,голубой,2.3,193,бензин,200000,1998,CLK_KLASSE,2.0,1102598003,автоматическая,Оригинал,задний,Левый,235000,1
лифтбек,AUDI,чёрный,3.0,300,бензин,155000,2012,A7,5.0,1102496232,роботизированная,Дубликат,полный,Левый,1150000,1
внедорожник 5 дв.,AUDI,белый,3.0,245,дизель,123000,2014,Q7,5.0,1102541176,автоматическая,Дубликат,полный,Левый,1999999,1
седан long,AUDI,коричневый,3.0,290,бензин,205000,2010,A8,4.0,1101307395,автоматическая,Оригинал,полный,Левый,1370000,1
седан,AUDI,белый,2.4,177,бензин,182000,2008,A6,4.0,1097130292,вариатор,Оригинал,передний,Левый,530000,1
седан,AUDI,серый,2.0,249,бензин,65000,2017,A6,4.0,1102258447,роботизированная,Оригинал,полный,Левый,2130000,1
внедорожник 5 дв.,AUDI,серебристый,3.0,211,дизель,194000,2008,Q7,5.0,1101975052,автоматическая,Дубликат,полный,Левый,999999,1
седан,AUDI,чёрный,3.0,310,бензин,229628,2014,A8,4.0,1102566797,автоматическая,Оригинал,полный,Левый,1800000,1
хэтчбек 5 дв. sportback,AUDI,чёрный,1.6,102,бензин,209000,2009,A3,5.0,1101802700,роботизированная,Оригинал,передний,Левый,590000,1
седан,AUDI,синий,1.8,90,бензин,100000,1988,80,4.0,1102370967,механическая,Оригинал,передний,Левый,65000,1
седан,AUDI,чёрный,2.0,170,бензин,220000,2009,A6,4.0,1102682690,механическая,Оригинал,передний,Левый,770000,1
седан,AUDI,белый,3.0,220,бензин,75000,2002,A6,4.0,1102620018,автоматическая,Дубликат,полный,Левый,450000,1
седан,AUDI,серебристый,2.0,90,бензин,340000,1994,80,4.0,1102527188,автоматическая,Оригинал,передний,Левый,80000,1
седан long,AUDI,чёрный,4.0,420,бензин,170000,2012,A8,4.0,1100492874,автоматическая,Оригинал,полный,Левый,1400000,1
седан,AUDI,чёрный,2.0,115,бензин,420000,1990,90,4.0,1098205740,механическая,Дубликат,передний,Левый,55000,1
хэтчбек 5 дв. sportback,AUDI,пурпурный,1.8,160,бензин,135000,2008,A3,5.0,1102325728,роботизированная,Оригинал,передний,Левый,510000,1
седан,AUDI,серый,2.0,211,бензин,130000,2011,A4,4.0,1101474136,роботизированная,Дубликат,полный,Левый,750000,1
седан,AUDI,чёрный,2.4,177,бензин,220000,2005,A6,4.0,1101269431,вариатор,Оригинал,передний,Левый,420000,1
седан,AUDI,белый,1.8,90,бензин,392000,1990,100,4.0,1102665310,механическая,Оригинал,передний,Левый,85000,1
седан,AUDI,чёрный,2.0,180,бензин,85200,2014,A6,4.0,1088985494,вариатор,Оригинал,передний,Левый,1370000,1
седан,AUDI,чёрный,3.0,218,бензин,293000,2005,A6,4.0,1102042444,автоматическая,Дубликат,полный,Левый,610000,1
универсал 5 дв.,AUDI,чёрный,2.0,130,бензин,288000,2004,A4,5.0,1102688371,вариатор,Оригинал,передний,Левый,350000,1
седан,AUDI,белый,1.8,90,бензин,350000,1987,80,4.0,1102673411,механическая,Оригинал,передний,Левый,70000,1
внедорожник 5 дв.,AUDI,серебристый,3.0,238,дизель,250000,2008,Q7,5.0,1079559334,автоматическая,Оригинал,полный,Левый,1070000,1
седан,AUDI,серебристый,2.0,130,бензин,163000,2004,A4,4.0,1094472508,вариатор,Оригинал,передний,Левый,290000,1
внедорожник 5 дв.,AUDI,белый,2.0,230,бензин,120000,2016,Q5,5.0,1094865786,автоматическая,Оригинал,полный,Левый,1700000,1
седан,AUDI,белый,1.8,170,бензин,211000,2003,A4,4.0,1097131732,вариатор,Дубликат,передний,Левый,350000,1
седан,AUDI,серый,2.0,190,дизель,73500,2017,A4,4.0,1102612539,роботизированная,Оригинал,полный,Левый,2150000,1
внедорожник 5 дв.,AUDI,серый,3.0,245,дизель,199634,2013,Q7,5.0,1101747895,автоматическая,Оригинал,полный,Левый,1650000,1
седан,AUDI,чёрный,1.8,163,бензин,197369,2007,A4,4.0,1099966778,вариатор,Оригинал,передний,Левый,420000,1
внедорожник 5 дв.,AUDI,синий,2.0,225,бензин,92000,2014,Q5,5.0,1102587926,автоматическая,Оригинал,полный,Левый,1700000,1
внедорожник 5 дв.,AUDI,белый,2.0,170,бензин,116000,2012,Q3,5.0,1101628804,роботизированная,Оригинал,полный,Левый,1120000,1
седан,AUDI,красный,1.8,90,бензин,500000,1988,80,4.0,1102385832,механическая,Дубликат,передний,Левый,68000,1
универсал 5 дв.,AUDI,серый,3.1,255,бензин,183000,2008,ALLROAD,5.0,1101742014,автоматическая,Оригинал,полный,Левый,850000,1
седан,AUDI,белый,1.4,122,бензин,96000,2013,A3,4.0,1102197221,роботизированная,Оригинал,передний,Левый,870000,1
лифтбек sportback,AUDI,белый,2.0,211,бензин,94000,2011,A5,5.0,1102511679,роботизированная,Дубликат,полный,Левый,1300000,1
седан,AUDI,чёрный,3.0,220,бензин,221000,2004,A6,4.0,1089615363,автоматическая,Оригинал,полный,Левый,420000,1
универсал 5 дв.,AUDI,чёрный,2.0,136,дизель,254000,2009,A6,5.0,1102512398,вариатор,Оригинал,передний,Левый,750000,1
внедорожник 5 дв.,BMW,чёрный,3.0,245,дизель,257000,2013,X5,5.0,1102098323,автоматическая,Оригинал,полный,Левый,1790000,1
седан,BMW,белый,2.0,245,бензин,99000,2016,5ER,4.0,1090326530,автоматическая,Оригинал,полный,Левый,1900000,1
седан,BMW,серый,3.0,306,бензин,150000,2008,3ER,4.0,1097280692,автоматическая,Оригинал,полный,Левый,1085000,1
седан,BMW,синий,3.0,188,бензин,300000,1987,7ER,4.0,1093190352,механическая,Оригинал,задний,Левый,80000,1
хэтчбек 5 дв.,BMW,белый,1.6,136,бензин,83500,2016,1ER,5.0,1102343486,автоматическая,Оригинал,задний,Левый,1200000,1
универсал 5 дв.,BMW,чёрный,2.5,192,бензин,349000,2002,3ER,5.0,1091936060,автоматическая,Оригинал,полный,Левый,500000,1
внедорожник 5 дв.,BMW,серый,2.0,184,бензин,75000,2014,X3,5.0,1101337389,автоматическая,Дубликат,полный,Левый,1490000,1
внедорожник 5 дв.,BMW,чёрный,2.0,150,дизель,30595,2018,X1,5.0,1102436714,автоматическая,Оригинал,полный,Левый,2347000,1
внедорожник 5 дв.,BMW,белый,2.0,184,дизель,149000,2010,X3,5.0,1102643955,автоматическая,Дубликат,полный,Левый,1290000,1
седан long,BMW,чёрный,4.4,450,бензин,80000,2015,7ER,4.0,1099357968,автоматическая,Оригинал,полный,Левый,2250000,1
внедорожник 5 дв.,BMW,синий,3.0,231,бензин,357000,2005,X3,5.0,1102217004,автоматическая,Оригинал,полный,Левый,525000,1
седан,BMW,чёрный,2.0,190,дизель,23365,2017,5ER,4.0,1102696476,автоматическая,Оригинал,задний,Левый,2870000,1
внедорожник 5 дв.,BMW,чёрный,3.0,400,дизель,22,2020,X7,5.0,1102057795,автоматическая,Оригинал,полный,Левый,10432800,1
купе,BMW,красный,2.5,171,бензин,659636,1986,3ER,2.0,1100242544,механическая,Дубликат,задний,Левый,140000,1
внедорожник 5 дв.,BMW,голубой,4.4,575,бензин,60500,2016,X5_M,5.0,1102497356,автоматическая,Оригинал,полный,Левый,4700000,1
купе,BMW,красный,2.5,218,бензин,135000,2008,3ER,2.0,1102450278,автоматическая,Оригинал,полный,Левый,850000,1
внедорожник 5 дв.,BMW,белый,3.0,249,дизель,43000,2018,X4,5.0,1101367899,автоматическая,Оригинал,полный,Левый,3400000,1
седан,BMW,чёрный,2.0,190,дизель,207000,2015,3ER,4.0,1102485696,автоматическая,Оригинал,полный,Левый,1450000,1
внедорожник 5 дв.,BMW,коричневый,2.0,184,дизель,150000,2014,X1,5.0,1102280528,автоматическая,Оригинал,полный,Левый,1170000,1
седан,BMW,белый,1.6,136,бензин,170000,2013,3ER,4.0,1102221171,автоматическая,Дубликат,задний,Левый,945000,1
внедорожник 5 дв.,BMW,синий,2.0,245,бензин,100000,2014,X3,5.0,1096342246,автоматическая,Оригинал,полный,Левый,1550000,1
внедорожник 5 дв.,BMW,чёрный,2.0,177,дизель,130000,2011,X1,5.0,1102409013,автоматическая,Оригинал,полный,Левый,960000,1
седан,BMW,чёрный,4.4,407,бензин,214000,2011,7ER,4.0,1098476440,автоматическая,Оригинал,полный,Левый,900000,1
седан,BMW,чёрный,2.0,184,бензин,79000,2017,3ER,4.0,1102140231,автоматическая,Оригинал,полный,Левый,2000000,1
седан,BMW,чёрный,2.0,156,бензин,128000,2009,3ER,4.0,1102248870,автоматическая,Оригинал,задний,Левый,700000,1
внедорожник 5 дв.,BMW,серый,3.0,249,дизель,47157,2018,X4,5.0,1101924341,автоматическая,Оригинал,полный,Левый,3250000,1
седан,BMW,чёрный,4.4,333,бензин,267000,2005,5ER,4.0,1102187926,автоматическая,Оригинал,задний,Левый,810000,1
внедорожник 5 дв.,BMW,синий,4.4,320,бензин,180000,2006,X5,5.0,1102487016,автоматическая,Дубликат,полный,Левый,650000,1
хэтчбек 5 дв.,BMW,белый,1.5,136,бензин,35700,2018,1ER,5.0,1102674714,автоматическая,Оригинал,задний,Левый,1650000,1
седан,BMW,голубой,2.5,218,бензин,255000,2005,3ER,4.0,1102505935,автоматическая,Дубликат,задний,Левый,999999,1
внедорожник 5 дв.,BMW,голубой,2.0,190,дизель,41000,2018,X4,5.0,1102297948,автоматическая,Оригинал,полный,Левый,3555555,1
внедорожник 5 дв.,BMW,чёрный,3.0,235,дизель,260189,2008,X5,5.0,1102601964,автоматическая,Оригинал,полный,Левый,1350000,1
седан,BMW,синий,3.0,272,бензин,109000,2009,5ER,4.0,1102441680,автоматическая,Оригинал,полный,Левый,890000,1
внедорожник 5 дв.,BMW,синий,3.0,306,бензин,98000,2009,X6,5.0,1101104522,автоматическая,Оригинал,полный,Левый,1200000,1
внедорожник 5 дв.,BMW,коричневый,3.0,245,дизель,197000,2013,X5,5.0,1102636865,автоматическая,Оригинал,полный,Левый,1999999,1
седан,BMW,белый,2.0,190,дизель,47800,2016,3ER,4.0,1102253342,автоматическая,Оригинал,полный,Левый,2465000,1
внедорожник 5 дв.,BMW,белый,1.5,140,бензин,20000,2019,X1,5.0,1101676036,роботизированная,Оригинал,передний,Левый,2100000,1
купе-хардтоп,MERCEDES,серебристый,5.0,306,бензин,96500,2002,CL_KLASSE,2.0,1101919286,автоматическая,Дубликат,задний,Левый,650000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.5,544,бензин,140000,2013,G_KLASSE_AMG,5.0,1102432469,автоматическая,Оригинал,полный,Левый,4500000,1
седан long,MERCEDES,чёрный,5.5,585,бензин,20000,2016,S_KLASSE_AMG,4.0,1102587074,автоматическая,Оригинал,полный,Левый,8500000,1
купе-хардтоп,MERCEDES,золотистый,2.0,211,бензин,64000,2016,E_KLASSE,2.0,1102630970,автоматическая,Оригинал,задний,Левый,1700000,1
купе-хардтоп,MERCEDES,белый,1.8,204,бензин,167000,2009,E_KLASSE,2.0,1100889050,автоматическая,Оригинал,задний,Левый,830000,1
купе,MERCEDES,белый,5.5,300,бензин,120000,1987,S_KLASSE,2.0,1090898224,автоматическая,Оригинал,задний,Левый,2000000,1
минивэн xl,MERCEDES,чёрный,2.1,190,дизель,95109,2017,V_KLASSE,5.0,1102680717,автоматическая,Оригинал,полный,Левый,4387000,1
хэтчбек 5 дв.,MERCEDES,белый,1.3,150,бензин,8741,2020,B_KLASSE,5.0,1102513473,роботизированная,Оригинал,передний,Левый,2100000,1
внедорожник 5 дв.,MERCEDES,чёрный,2.9,249,дизель,653,2020,G_KLASSE,5.0,1102202829,автоматическая,Оригинал,полный,Левый,12800000,1
седан,MERCEDES,чёрный,2.1,204,дизель,139000,2013,E_KLASSE,4.0,1102698706,автоматическая,Оригинал,полный,Левый,1550000,1
седан,MERCEDES,серый,2.0,249,бензин,25000,2019,C_KLASSE,4.0,1102594365,автоматическая,Оригинал,задний,Левый,3299000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.4,507,бензин,106000,2011,G_KLASSE_AMG,5.0,1101957537,автоматическая,Оригинал,полный,Левый,3480000,1
седан,MERCEDES,чёрный,1.8,156,бензин,199362,2010,C_KLASSE,4.0,1101410262,автоматическая,Оригинал,задний,Левый,720000,1
седан,MERCEDES,чёрный,3.5,249,бензин,57083,2013,E_KLASSE,4.0,1102566487,автоматическая,Оригинал,полный,Левый,2199000,1
внедорожник 5 дв.,MERCEDES,серый,3.0,333,бензин,17300,2015,GLE_KLASSE,5.0,1089068914,автоматическая,Оригинал,полный,Левый,4200000,1
седан,MERCEDES,чёрный,3.2,204,дизель,320000,2004,S_KLASSE,4.0,1098551910,автоматическая,Оригинал,задний,Левый,500000,1
купе-хардтоп,MERCEDES,фиолетовый,5.5,517,бензин,57000,2007,CL_KLASSE,2.0,1101512335,автоматическая,Оригинал,задний,Левый,1450000,1
седан,MERCEDES,белый,1.8,184,бензин,146161,2010,E_KLASSE,4.0,1102380381,автоматическая,Оригинал,задний,Левый,847000,1
хэтчбек 5 дв.,MERCEDES,белый,1.6,122,бензин,116300,2015,A_KLASSE,5.0,1102143166,роботизированная,Оригинал,передний,Левый,1100000,1
седан,MERCEDES,чёрный,4.0,469,бензин,12259,2019,S_CLASS_MAYBACH,4.0,1097265590,автоматическая,Оригинал,полный,Левый,14999000,1
купе,MERCEDES,белый,2.0,184,бензин,83000,2017,E_KLASSE,2.0,1099720966,автоматическая,Оригинал,задний,Левый,2899999,1
внедорожник 5 дв.,MERCEDES,чёрный,5.5,388,бензин,14437,2015,G_KLASSE,5.0,1102445417,автоматическая,Оригинал,полный,Левый,6500000,1
купе-хардтоп,MERCEDES,чёрный,5.5,388,бензин,120000,2007,CL_KLASSE,2.0,1094456010,автоматическая,Оригинал,задний,Левый,995000,1
внедорожник 5 дв.,MERCEDES,белый,1.6,150,бензин,34566,2017,GLA_CLASS,5.0,1102450841,роботизированная,Оригинал,передний,Левый,1930000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.0,306,бензин,215000,2006,M_KLASSE,5.0,1102349932,автоматическая,Дубликат,полный,Левый,699999,1
внедорожник 5 дв.,MERCEDES,коричневый,3.5,249,бензин,145403,2016,GLE_KLASSE,5.0,1102005914,автоматическая,Оригинал,полный,Левый,2679000,1
седан,MERCEDES,белый,1.8,156,бензин,125977,2010,C_KLASSE,4.0,1102312091,автоматическая,Оригинал,задний,Левый,698000,1
седан long,MERCEDES,чёрный,3.5,272,бензин,220000,2008,S_KLASSE,4.0,1102358311,автоматическая,Дубликат,задний,Левый,699000,1
родстер,MERCEDES,чёрный,1.8,184,бензин,99999,2008,SLK_KLASSE,2.0,1013123285,автоматическая,Оригинал,задний,Левый,996000,1
внедорожник 5 дв.,MERCEDES,синий,3.0,333,бензин,57182,2017,GLE_KLASSE_COUPE,5.0,1102362008,автоматическая,Оригинал,полный,Левый,4170000,1
седан,MERCEDES,чёрный,4.7,455,бензин,27000,2017,S_CLASS_MAYBACH,4.0,1099050834,автоматическая,Оригинал,полный,Левый,7000000,1
седан,MERCEDES,серый,5.5,388,бензин,131000,2006,S_KLASSE,4.0,1102171665,автоматическая,Оригинал,полный,Левый,870000,1
седан,MERCEDES,белый,1.6,156,бензин,70000,2013,CLA_KLASSE,4.0,1102258551,роботизированная,Оригинал,передний,Левый,1300000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.0,296,бензин,120000,2001,G_KLASSE,5.0,1102233745,автоматическая,Оригинал,полный,Левый,2480000,1
внедорожник 5 дв.,MERCEDES,белый,3.5,306,бензин,75000,2011,M_KLASSE,5.0,1097370122,автоматическая,Оригинал,полный,Левый,1700000,1
внедорожник 5 дв.,MERCEDES,чёрный,2.0,249,бензин,11149,2019,GLC_KLASSE,5.0,1102215851,автоматическая,Оригинал,полный,Левый,3812000,1
седан long,AUDI,чёрный,3.0,310,бензин,154000,2014,A8,4.0,1101088129,автоматическая,Оригинал,полный,Левый,1890000,1
седан,AUDI,чёрный,1.8,170,бензин,290000,2004,A4,4.0,1101812746,вариатор,Дубликат,передний,Левый,245000,1
лифтбек,AUDI,чёрный,3.0,300,бензин,130550,2012,A7,5.0,1100101564,роботизированная,Оригинал,полный,Левый,1650000,1
седан,AUDI,серебристый,1.8,120,бензин,77000,2015,A4,4.0,1100189380,вариатор,Оригинал,передний,Левый,1150000,1
хэтчбек 5 дв. sportback,AUDI,белый,1.2,105,бензин,250000,2011,A3,5.0,1101835204,роботизированная,Оригинал,передний,Левый,520000,1
универсал 5 дв.,AUDI,чёрный,1.8,190,бензин,570000,2003,A4,5.0,1102577562,механическая,Оригинал,передний,Левый,290000,1
седан,AUDI,серебристый,2.0,130,бензин,341000,2001,A4,4.0,1100128744,вариатор,Оригинал,передний,Левый,230000,1
внедорожник 5 дв.,AUDI,серый,3.0,238,дизель,163000,2010,Q7,5.0,1101924301,автоматическая,Оригинал,полный,Левый,1450000,1
внедорожник 5 дв.,AUDI,зелёный,3.0,272,бензин,181000,2011,Q7,5.0,1097527851,автоматическая,Оригинал,полный,Левый,1380000,1
хэтчбек 3 дв.,AUDI,синий,1.4,122,бензин,132000,2010,A1,3.0,1095593796,роботизированная,Оригинал,передний,Левый,650000,1
седан,AUDI,чёрный,2.0,180,бензин,108000,2014,A6,4.0,1102320284,вариатор,Оригинал,передний,Левый,1000000,1
седан,AUDI,серебристый,3.0,218,бензин,205205,2005,A6,4.0,1102676415,автоматическая,Оригинал,полный,Левый,470000,1
внедорожник 5 дв.,AUDI,белый,2.0,211,бензин,350000,2010,Q5,5.0,1101556505,роботизированная,Дубликат,полный,Левый,1500000,1
внедорожник 5 дв.,AUDI,чёрный,3.6,280,бензин,224000,2007,Q7,5.0,1101840742,автоматическая,Оригинал,полный,Левый,780000,1
седан,AUDI,чёрный,2.0,180,бензин,73000,2011,A6,4.0,1094404992,вариатор,Оригинал,передний,Левый,1333000,1
седан,AUDI,зелёный,2.8,174,бензин,535000,1995,A8,4.0,1100718500,автоматическая,Дубликат,передний,Левый,230000,1
седан,AUDI,чёрный,2.0,130,бензин,195000,2006,A4,4.0,1091776698,вариатор,Оригинал,передний,Левый,450000,1
седан,AUDI,чёрный,1.8,190,бензин,172500,2016,A6,4.0,1102686563,роботизированная,Оригинал,передний,Левый,1453000,1
универсал 5 дв.,AUDI,серебристый,1.8,150,бензин,194000,2001,A6,5.0,1099413842,механическая,Дубликат,передний,Левый,300000,1
седан,AUDI,белый,1.8,160,бензин,290000,2009,A4,4.0,1102589465,вариатор,Оригинал,передний,Левый,567000,1
седан,AUDI,серебристый,1.8,170,бензин,270000,2003,A4,4.0,1101687546,автоматическая,Дубликат,полный,Левый,285000,1
внедорожник 5 дв.,AUDI,серебристый,3.0,249,дизель,120750,2015,Q7,5.0,1102355802,автоматическая,Оригинал,полный,Левый,2975000,1
внедорожник 5 дв.,AUDI,красный,2.0,211,бензин,90000,2010,Q5,5.0,1101960384,роботизированная,Дубликат,полный,Левый,1100000,1
универсал 5 дв.,AUDI,чёрный,2.0,140,дизель,177980,2007,A6,5.0,1099099255,вариатор,Оригинал,передний,Левый,565000,1
седан,AUDI,серебристый,2.5,115,дизель,470000,1996,A6,4.0,1102301540,автоматическая,Дубликат,передний,Левый,180000,1
внедорожник 5 дв.,AUDI,синий,2.0,211,бензин,149000,2010,Q5,5.0,1102148523,роботизированная,Дубликат,полный,Левый,850000,1
седан,AUDI,чёрный,2.3,133,бензин,473000,1991,100,4.0,1102532276,механическая,Дубликат,передний,Левый,250000,1
хэтчбек 5 дв. sportback,AUDI,белый,1.8,160,бензин,107000,2012,A3,5.0,1102470620,роботизированная,Оригинал,передний,Левый,885000,1
внедорожник 5 дв.,AUDI,серый,3.0,245,дизель,117000,2013,Q7,5.0,1102123283,автоматическая,Оригинал,полный,Левый,2100000,1
купе,AUDI,серебристый,1.8,225,бензин,215000,2003,TT,2.0,1102584489,механическая,Оригинал,полный,Левый,750000,1
седан,AUDI,серый,1.8,150,бензин,252517,1998,A6,4.0,1102063009,автоматическая,Дубликат,передний,Левый,250000,1
седан,AUDI,зелёный,2.0,90,бензин,250000,1992,80,4.0,1102121777,механическая,Дубликат,передний,Левый,95000,1
внедорожник 5 дв.,AUDI,чёрный,3.0,239,дизель,215000,2009,Q5,5.0,1102545980,роботизированная,Оригинал,полный,Левый,1080000,1
седан,AUDI,серебристый,1.4,122,бензин,16674,2014,A3,4.0,1102612911,роботизированная,Оригинал,передний,Левый,1459000,1
хэтчбек 3 дв.,AUDI,серебристый,1.8,125,бензин,310000,1999,A3,3.0,1101744877,механическая,Оригинал,передний,Левый,190000,1
седан,AUDI,серый,2.6,150,бензин,200000,1994,A6,4.0,1101833693,автоматическая,Оригинал,передний,Левый,140000,1
седан,AUDI,белый,2.0,211,бензин,170000,2012,A4,4.0,1087233710,роботизированная,Оригинал,полный,Левый,930000,1
седан,BMW,чёрный,3.0,231,бензин,325921,2001,3ER,4.0,1102512170,автоматическая,Оригинал,полный,Левый,375000,1
седан,BMW,чёрный,2.0,190,дизель,21252,2016,5ER,4.0,1102342894,автоматическая,Оригинал,задний,Левый,2500000,1
седан,BMW,серебристый,3.0,272,бензин,111525,2008,5ER,4.0,1101888170,автоматическая,Оригинал,задний,Левый,980000,1
внедорожник 5 дв.,BMW,белый,2.0,177,дизель,171000,2010,X1,5.0,1102135729,автоматическая,Дубликат,полный,Левый,920000,1
внедорожник 5 дв.,BMW,белый,2.0,245,бензин,63300,2016,X4,5.0,1101580142,автоматическая,Оригинал,полный,Левый,2580000,1
седан,BMW,чёрный,2.0,184,бензин,119000,2013,5ER,4.0,1074367829,автоматическая,Оригинал,задний,Левый,1115000,1
седан,BMW,белый,2.0,184,бензин,16000,2020,3ER,4.0,1102117083,автоматическая,Оригинал,полный,Левый,3050000,1
внедорожник 5 дв.,BMW,чёрный,3.0,286,дизель,240000,2008,X6,5.0,1095411486,автоматическая,Оригинал,полный,Левый,1600000,1
седан,BMW,красный,1.9,140,бензин,15000,1998,3ER,4.0,1101744966,механическая,Дубликат,задний,Левый,360000,1
внедорожник 5 дв.,BMW,серебристый,3.0,306,бензин,230000,2010,X6,5.0,1101253939,автоматическая,Оригинал,полный,Левый,990000,1
внедорожник 5 дв.,BMW,белый,3.0,249,дизель,7,2020,X5,5.0,1102397886,автоматическая,Оригинал,полный,Левый,7205000,1
седан,BMW,серебристый,2.5,192,бензин,238000,2005,5ER,4.0,1101671446,автоматическая,Оригинал,задний,Левый,545000,1
хэтчбек 3 дв.,BMW,белый,1.6,115,бензин,146000,2011,1ER,3.0,1102683242,автоматическая,Оригинал,задний,Левый,570000,1
внедорожник 5 дв.,BMW,чёрный,3.0,245,дизель,107410,2014,X6,5.0,1101709793,автоматическая,Оригинал,полный,Левый,2850000,1
седан,BMW,чёрный,2.5,192,бензин,325000,1993,5ER,4.0,1100841312,механическая,Дубликат,задний,Левый,170000,1
седан,BMW,серый,3.0,306,дизель,201000,2012,7ER,4.0,1101098110,автоматическая,Оригинал,полный,Левый,1400000,1
седан,BMW,синий,1.5,136,бензин,50000,2016,3ER,4.0,1100962262,автоматическая,Оригинал,задний,Левый,1500000,1
седан,BMW,голубой,1.6,136,бензин,140000,2013,3ER,4.0,1095609012,автоматическая,Оригинал,задний,Левый,960000,1
внедорожник 5 дв.,BMW,серый,2.0,245,бензин,78000,2013,X3,5.0,1102542972,автоматическая,Оригинал,полный,Левый,1550000,1
седан,BMW,чёрный,3.4,211,бензин,103000,1988,7ER,4.0,1095236506,механическая,Дубликат,задний,Левый,500000,1
седан,BMW,белый,2.0,184,бензин,118000,2013,3ER,4.0,1102108185,автоматическая,Оригинал,задний,Левый,1430000,1
лифтбек gran turismo,BMW,белый,3.0,245,дизель,153300,2011,5ER,5.0,1091944086,автоматическая,Оригинал,задний,Левый,1790000,1
седан,BMW,серый,2.5,218,бензин,252000,2005,3ER,4.0,1102271233,автоматическая,Дубликат,полный,Левый,650000,1
седан,BMW,коричневый,2.0,245,бензин,172714,2012,5ER,4.0,1101373573,автоматическая,Оригинал,полный,Левый,1250000,1
седан,BMW,бежевый,2.0,51,бензин,16000,1937,326,4.0,1094373106,механическая,Оригинал,задний,Левый,1700000,1
внедорожник 5 дв.,BMW,белый,3.0,249,дизель,100773,2013,X3,5.0,1102472378,автоматическая,Оригинал,полный,Левый,1809000,1
седан,BMW,чёрный,2.0,184,бензин,136000,2016,3ER,4.0,1102514262,автоматическая,Оригинал,полный,Левый,1640000,1
седан gran coupe,BMW,белый,4.4,450,бензин,93000,2013,6ER,4.0,1073687190,автоматическая,Оригинал,полный,Левый,2150000,1
седан,BMW,серый,2.5,218,бензин,175500,2009,5ER,4.0,1100572088,автоматическая,Оригинал,задний,Левый,715000,1
внедорожник 5 дв.,BMW,чёрный,3.0,286,дизель,777000,2009,X5,5.0,1101863305,автоматическая,Оригинал,полный,Левый,1550000,1
внедорожник 5 дв.,BMW,серый,3.0,231,бензин,250000,2002,X5,5.0,1102412392,автоматическая,Оригинал,полный,Левый,530000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,130000,2012,X5,5.0,1102322415,автоматическая,Оригинал,полный,Левый,1490000,1
седан,BMW,коричневый,3.0,258,дизель,104000,2014,5ER,4.0,1099014798,автоматическая,Оригинал,полный,Левый,2000000,1
внедорожник 5 дв.,BMW,белый,3.0,381,дизель,145000,2012,X5,5.0,1099880952,автоматическая,Оригинал,полный,Левый,2251300,1
седан,BMW,серый,2.5,218,бензин,216000,2008,3ER,4.0,1100949640,автоматическая,Дубликат,задний,Левый,550000,1
седан,BMW,синий,2.5,192,бензин,289000,2001,5ER,4.0,1102486448,автоматическая,Оригинал,задний,Левый,490000,1
внедорожник 5 дв.,BMW,белый,3.0,249,дизель,159000,2016,X6,5.0,1102556075,автоматическая,Оригинал,полный,Левый,2949000,1
седан,MERCEDES,серебристый,2.1,204,дизель,193000,2013,E_KLASSE,4.0,1101686950,автоматическая,Оригинал,полный,Левый,1375000,1
седан,MERCEDES,коричневый,1.8,156,бензин,149526,2012,C_KLASSE,4.0,1102624094,автоматическая,Оригинал,задний,Левый,820000,1
минивэн l3,MERCEDES,белый,2.1,95,дизель,198000,2012,VITO,4.0,1096726252,механическая,Оригинал,задний,Левый,1100000,1
седан,MERCEDES,синий,2.0,197,бензин,7000,2020,E_KLASSE,4.0,1102671447,автоматическая,Оригинал,полный,Левый,3950000,1
седан,MERCEDES,чёрный,4.0,612,бензин,25000,2018,S_KLASSE_AMG,4.0,1102263380,автоматическая,Оригинал,полный,Левый,12200000,1
внедорожник 5 дв.,MERCEDES,белый,3.0,333,бензин,100000,2015,GL_KLASSE,5.0,1102262109,автоматическая,Оригинал,полный,Левый,2650000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,дизель,60000,2014,M_KLASSE,5.0,1102067482,автоматическая,Оригинал,полный,Левый,2795000,1
седан long,MERCEDES,серый,5.5,585,бензин,50500,2014,S_KLASSE_AMG,4.0,1102637510,автоматическая,Оригинал,полный,Левый,5200000,1
купе,MERCEDES,белый,3.0,367,бензин,12000,2019,E_KLASSE,2.0,1102665929,автоматическая,Оригинал,полный,Левый,4700000,1
седан,MERCEDES,чёрный,2.0,194,дизель,45080,2018,E_KLASSE,4.0,1102485200,автоматическая,Оригинал,полный,Левый,2820000,1
седан,MERCEDES,чёрный,5.5,279,бензин,92000,1986,S_KLASSE,4.0,2665,автоматическая,Оригинал,задний,Левый,3500000,1
